Date,Diff,Close-Open,High-Low,RSI,Close-EMA,MACD-Signal,ADX,CCI,NormATR,Close-BBup,Close-BBmid,Close-BBlow,Diff_t+1
2021-04-27,,159.25,182.6999999999989,,,,,,,,,,211.5
2021-04-28,211.5,154.04999999999927,195.29999999999927,,,,,,,,,,30.350000000000364
2021-04-29,30.350000000000364,-84.10000000000036,229.89999999999964,,,,,,,,,,-263.7999999999993
2021-04-30,-263.7999999999993,-116.25,253.75,,,,,,,,,,3.0499999999992724
2021-05-03,3.0499999999992724,153.10000000000036,257.60000000000036,,,,,,,-338.09632020823847,-101.39999999999964,135.2963202082392,-137.64999999999964
2021-05-04,-137.64999999999964,-190.75,261.89999999999964,,,,,,,-511.67223850050505,-207.73999999999978,96.19223850050548,121.35000000000036
2021-05-05,121.35000000000036,13.700000000000728,131.29999999999927,,,,,,,-297.9105221188729,-37.04999999999927,223.81052211887436,106.94999999999891
2021-05-06,106.94999999999891,56.44999999999891,132.39999999999964,,,,,,,-41.84549111547312,103.92000000000007,249.68549111547327,98.35000000000036
2021-05-07,98.35000000000036,6.299999999999272,97.54999999999927,,,,,,,-55.213571203721585,163.86000000000058,382.93357120372275,119.20000000000073
2021-05-10,119.20000000000073,14.100000000000364,74.39999999999964,,,,,,,-89.04421114210345,221.4200000000019,531.8842111421072,-91.60000000000036
2021-05-11,-91.60000000000036,61.04999999999927,128.60000000000036,,,,,,,-163.50845378824124,58.970000000001164,281.44845378824357,-154.25
2021-05-12,-154.25,-127.04999999999927,174.34999999999854,,,,,,,-288.6845271559414,-111.0099999999984,66.6645271559446,-18.700000000000728
2021-05-14,-18.700000000000728,-71.60000000000036,157.75,,,,,,,-318.3044181034729,-120.30999999999767,77.68441810347758,245.35000000000036
2021-05-17,245.35000000000036,166.89999999999964,212.64999999999964,,178.1071428571413,,,76.21985078816817,,-117.6889599495953,105.04000000000269,327.7689599496007,184.95000000000073
2021-05-18,184.95000000000073,40.899999999999636,93.54999999999927,62.731876556335884,314.6495238095231,,,170.97897176530378,1.3425390542632285,-59.608096218089486,256.84000000000196,573.2880962180934,-77.95000000000073
2021-05-19,-77.95000000000073,-28.450000000000728,124.54999999999927,59.917279770751485,205.1395873015863,,,124.60668958223297,1.31229935313014,-204.25214536075327,143.01000000000386,490.272145360761,-124.10000000000036
2021-05-20,-124.10000000000036,-136.5500000000011,184.89999999999964,55.637367870118204,70.23430899470804,,,74.04863394633308,1.3173113773642082,-314.1638507786447,-22.99999999999818,268.16385077864834,269.25
2021-05-21,269.25,187.5,204.14999999999964,61.98242787462348,294.21973446207994,,,123.91579838418609,1.3351669222603124,-61.06094292709713,146.75000000000182,354.56094292710077,22.400000000001455
2021-05-24,22.400000000001455,-13.649999999999636,110.79999999999927,62.46343328866233,274.40376986713636,,,133.87426476496483,1.2900460583786637,-98.19117850337352,114.24000000000342,326.67117850338036,10.75
2021-05-25,10.75,-83.29999999999927,130.45000000000073,62.70728997032736,247.1332672181852,,,121.13080664642783,1.2583208148781884,-130.72397382509553,104.92000000000189,340.5639738250993,93.0
2021-05-26,93.0,44.400000000001455,124.94999999999891,64.83563511963523,294.7821649224279,,,121.24560805852845,1.2196669482838196,-122.38821668279525,143.66000000000167,409.7082166827986,36.399999999999636
2021-05-27,36.399999999999636,13.899999999999636,112.04999999999927,65.6616737439612,287.0245429327697,,,121.51266086623124,1.1820419361049708,-33.533313247689875,93.70000000000073,220.93331324769133,97.79999999999927
2021-05-28,97.79999999999927,14.449999999998909,74.89999999999964,67.8471175507461,333.5146038750663,,,135.09066501706445,1.151646466023871,-36.32186599361921,139.4300000000021,315.18186599362343,147.14999999999964
2021-05-31,147.14999999999964,145.04999999999927,232.35000000000036,70.85292775186115,416.57599002505776,,,137.8894241044271,1.1657924719776098,-45.582943465000426,209.5599999999995,464.7029434649994,-7.949999999998909
2021-06-01,-7.949999999998909,-54.79999999999927,132.45000000000073,70.4696309602189,354.1425246883846,,,133.57719316256004,1.1438176754755498,-104.93115493099322,128.32999999999993,361.59115493099307,1.3500000000003638
2021-06-02,1.3500000000003638,55.850000000000364,137.60000000000036,70.49881652790152,308.0935213966004,,,107.25861374813292,1.1251242894261981,-122.62763071071822,74.72999999999956,272.08763071071735,114.14999999999964
2021-06-03,114.14999999999964,34.80000000000109,94.10000000000036,72.93460963298651,365.9443852103868,,,128.13028222375127,1.095837762157197,-43.460521500894174,118.3799999999992,280.2205215008926,-20.100000000000364
2021-06-04,-20.100000000000364,-42.25,111.25,71.81028319584429,299.7318005156685,,29.602234764750335,111.69087517676758,1.0695791361201792,-49.867770890079555,51.359999999996944,152.58777089007344,81.39999999999964
2021-06-07,81.39999999999964,26.549999999999272,95.35000000000036,73.58612359652125,330.31422711357845,,30.595763776226068,109.84209196331041,1.0348459728311192,-37.91724451217124,98.98999999999978,235.8972445121708,-11.549999999999272
2021-06-08,-11.549999999999272,-33.79999999999927,98.79999999999927,72.88452164304785,276.26233016510196,,31.53705472636906,96.55990452560567,1.006468965904595,-70.69984610960273,54.38999999999942,179.47984610960157,-104.75
2021-06-09,-104.75,-130.9499999999989,233.5500000000011,66.6755692881959,148.64401947642182,,31.42961968246123,67.66615354542392,1.0475346306060762,-148.92307096710465,-62.19000000000233,24.543070967099993,102.39999999999964
2021-06-10,102.39999999999964,45.649999999999636,102.75,69.41825411053398,217.57148354623132,,31.3298585702611,77.39273688328014,1.0189849140097955,-61.004739329180666,30.729999999999563,122.46473932917979,61.600000000000364
2021-06-11,61.600000000000364,2.899999999999636,85.75,70.96629038107578,241.94861907340055,,31.618604593903314,101.4840918018077,0.9867263427019354,-40.666534742451404,66.5099999999984,173.6865347424482,12.5
2021-06-14,12.5,20.450000000000728,216.54999999999927,71.28394676709739,220.52213653028048,-11.062792538001702,30.70148010126389,73.76848321378758,1.0133460164974895,-58.00189443905401,66.96999999999935,191.9418944390527,57.399999999999636
2021-06-15,57.399999999999636,2.2999999999992724,59.20000000000073,72.75789518099238,240.86585165957695,-10.284951793994992,30.2413288748288,131.48939950254726,0.9779577203100597,-60.53626346967576,98.53999999999724,257.61626346967023,-101.70000000000073
2021-06-16,-101.70000000000073,-79.95000000000073,138.25,66.26776236454904,120.6104047716326,-18.454491183019968,29.0638588615464,86.18310101531549,0.9765894519775262,-118.25149744625742,-29.600000000004002,59.051497446249414,-76.14999999999964
2021-06-17,-76.14999999999964,43.100000000000364,152.60000000000036,61.821007639387425,38.532350802081055,-30.131211516668657,27.133861507771286,-3.4091704208427713,0.9806987047311956,-213.2666362206728,-96.48000000000138,20.306636220670043,-8.049999999999272
2021-06-18,-8.049999999999272,-73.14999999999964,310.60000000000036,61.3523210550138,26.418037361803727,-38.979393914318166,25.979041358983803,-73.21526559211688,1.052576520051283,-223.1824811190727,-81.33000000000175,60.5224811190692,63.149999999999636
2021-06-21,63.149999999999636,220.64999999999964,259.5,63.67864727482283,77.62563238022994,-40.95820760208579,24.882829450892697,-42.146143275373014,1.0911859667440917,-138.98766654434075,-5.11000000000422,128.76766654433231,26.25
2021-06-22,26.25,-67.75,143.64999999999964,64.63166814628346,90.02554806286571,-40.78922113569473,23.167992010099628,95.26783569541317,1.0791472531937585,-35.18706922506499,40.43999999999687,116.06706922505873,-85.79999999999927
2021-06-23,-85.79999999999927,-175.84999999999854,189.0,59.16701363275955,3.662141654484003,-46.34069603727471,21.90325272733484,9.425975229530305,1.0936049113232613,-102.26447260895293,-29.2400000000016,43.78447260894973,103.5
2021-06-24,103.5,53.150000000001455,118.69999999999891,63.208176916296644,92.87385610055208,-43.00032423211579,20.72885196476754,41.54307480347577,1.06965300603426,-33.20176552506018,54.44999999999709,142.10176552505436,69.89999999999964
2021-06-25,69.89999999999964,21.0,98.5,65.67865530488544,141.0706752871447,-36.30809005187578,19.306700039463326,104.12056693947457,1.033232152680552,-24.28829740729634,88.94999999999709,202.18829740729052,-45.649999999999636
2021-06-28,-45.649999999999636,-100.64999999999964,123.5,62.7168124163902,82.69791858219287,-35.15716901795352,18.166354722682478,93.15792564750338,1.0179792329106592,-84.71927084802701,29.659999999998035,144.03927084802308,-66.25
2021-06-29,-66.25,-59.04999999999927,111.85000000000036,58.587546420849094,14.254862771233093,-38.77428246835919,17.096681638746173,7.751875016921131,0.9999735587187432,-149.79085888270856,-31.730000000001382,86.3308588827058,-26.950000000000728
2021-06-30,-26.950000000000728,-55.399999999999636,130.35000000000036,56.945057353322944,-11.0024522649328,-42.59388387628718,16.20758495900038,-12.882928080087899,0.989361414443617,-163.30684399360507,-65.59000000000196,32.12684399360114,-41.5
2021-07-01,-41.5,-75.04999999999927,88.5,54.41522569911233,-45.502125296274244,-47.171637927086294,15.670394271418855,-73.17008014247207,0.9614394643006526,-214.46927048415273,-85.00000000000364,44.469270484145454,42.20000000000073
2021-07-02,42.20000000000073,16.350000000000364,102.39999999999964,56.53004755645566,-2.8618419234371686,-46.535561768642765,15.386104033414865,-67.01929085126801,0.936890967653768,-104.05643540949677,-15.17000000000371,73.71643540948935,112.14999999999964
2021-07-05,112.14999999999964,40.95000000000073,83.90000000000146,61.625349498679405,94.71640366635438,-38.09479246452028,14.323036982539977,77.37220088351064,0.9196319269337092,-9.805101961812397,93.04999999999382,195.90510196180003,-16.100000000000364
2021-07-06,-16.100000000000364,4.5,113.20000000000073,60.52848781566366,68.1342165108399,-33.302461420155,13.829114139267846,105.27224731954686,0.9059294505178521,-57.40846178228094,62.989999999994325,183.3884617822696,61.399999999999636
2021-07-07,61.399999999999636,60.04999999999927,113.84999999999854,63.21731607468749,112.26298764272724,-26.02635071546689,13.195604159878972,98.56586092135488,0.8891786518257286,-55.43065287529498,92.75999999999476,240.9506528752845,-151.75
2021-07-08,-151.75,-127.5,202.85000000000036,53.514538128317426,-34.22207737630379,-31.11829650970617,12.651171761806035,-15.058860991104938,0.925757026503573,-192.0076052894674,-68.57000000000517,54.86760528945706,-38.100000000000364
2021-07-09,-38.100000000000364,1.5499999999992724,98.10000000000036,51.38221121668358,-62.67913372613111,-36.37156991061585,12.503258300982314,-131.53932671049924,0.9063794912385853,-240.75616093374992,-100.19000000000597,40.37616093373799,2.8000000000010914
2021-07-12,2.8000000000010914,-74.19999999999891,144.45000000000073,51.535047875061714,-51.89524922931196,-38.75753444247371,11.873827490070623,-85.27271522928052,0.9072377528318947,-219.23173612347819,-69.04000000000451,81.15173612346916,119.75
2021-07-13,119.75,18.350000000000364,76.19999999999891,57.66471626387416,58.807450667929515,-31.66943707652146,11.02967937887592,26.17648035601574,0.893966465999981,-96.58706085298763,51.88999999999396,200.36706085297556,41.600000000000364
2021-07-14,41.600000000000364,45.25,113.14999999999964,59.57736956777159,87.01979057887183,-23.929920406733956,10.6902049050407,69.15607060464458,0.8789122784295413,-33.91078013743754,98.62999999999374,231.17078013742503,70.25
2021-07-15,70.25,52.05000000000109,97.35000000000036,62.64641783052439,136.30048516835632,-14.304907792658327,10.929985917540389,147.95746363390427,0.8566701135733407,-53.72815624782379,129.61999999999352,312.96815624781084,-0.8000000000010914
2021-07-16,-0.8000000000010914,-34.95000000000073,79.64999999999964,62.58814051508108,117.43375381257465,-8.504303150438744,11.224152434178345,140.975683431502,0.8312484452052581,-89.30043173681224,82.09999999999309,253.50043173679842,-171.0
2021-07-19,-171.0,-2.100000000000364,129.39999999999964,51.54943785292162,-46.4240800291027,-16.247223968918462,10.839709651810045,-24.769423558900566,0.8781515351899133,-232.91740266902525,-100.86000000000604,31.197402669013172,-120.29999999999927
2021-07-20,-120.29999999999927,-71.85000000000036,149.90000000000146,45.47318842375634,-144.49420269188886,-28.8004811951416,11.329339013906448,-126.31831229273051,0.9011398941830898,-408.78664518130245,-185.11000000000604,38.56664518129037,191.9499999999989
2021-07-22,191.9499999999989,87.44999999999891,108.39999999999964,54.65710758549505,41.12835766702847,-23.717993953515702,10.938607102703255,7.214245641738318,0.9181197346451995,-208.1907834462072,12.819999999992433,233.83078344619207,32.0
2021-07-23,32.0,-0.75,131.39999999999964,55.987978133626996,63.37790997809134,-18.001773341965873,10.208183301728427,47.05158352280831,0.9100124631614736,-140.29593832167302,58.449999999989814,257.19593832165265,-31.599999999998545
2021-07-26,-31.599999999998545,-24.849999999998545,96.35000000000036,54.29327201591114,27.540855314347937,-16.20576839763926,9.52993262939466,40.60283017678987,0.8901895507749502,-114.13810049689528,46.63999999999214,207.41810049687956,-78.0
2021-07-27,-78.0,-114.04999999999927,180.54999999999927,50.25004375130504,-43.73125872756464,-19.885231610141062,9.48975094001039,-20.512920933937117,0.9125997128508718,-191.76875741857475,-30.170000000009168,131.42875741855642,-37.05000000000109
2021-07-28,-37.05000000000109,-52.149999999999636,254.04999999999927,48.40604698093473,-70.01042423055696,-24.14507284573117,10.546167816774117,-119.66541317134532,0.9649257984276379,-192.5167443026712,-82.6800000000112,27.156744302648804,69.05000000000109
2021-07-29,69.05000000000109,15.75,79.55000000000109,51.945361672294666,-0.8323676664822415,-21.719290229663585,11.119349366276186,-4.782760074031444,0.9409500634076804,-109.68779993471071,-4.510000000009313,100.66779993469208,-15.400000000001455
2021-07-30,-15.400000000001455,-37.55000000000109,117.94999999999891,51.10336267461588,-14.068051977619689,-20.570150692191078,11.286083232923579,0.1754998983277905,0.9280407384161686,-76.95349013090163,-1.3100000000104046,74.33349013088082,122.10000000000036
2021-08-02,122.10000000000036,10.25,58.25,57.04802950088295,93.62768828606386,-11.45961378784314,11.19892327572043,79.64039880054456,0.9135161874094577,-9.315893372575374,108.64999999999054,226.61589337255646,245.60000000000036
2021-08-03,245.60000000000036,179.20000000000073,232.54999999999927,66.00173266468366,293.9973298479217,10.07098360853437,11.358058137931073,212.96913725183293,0.9512552185712536,-22.540261226113216,277.3899999999903,577.3202612260939,128.04999999999927
2021-08-04,128.04999999999927,63.54999999999927,114.05000000000109,69.56412167733589,365.7743525348651,30.732844621057332,12.215691950496128,240.87675889758162,0.9464016915700477,-100.15377736854134,295.5599999999904,691.2737773685221,35.80000000000109
2021-08-05,35.80000000000109,5.649999999999636,139.15000000000146,70.49494885936232,348.03110553021725,43.80984374532973,13.278259426145679,189.32086905639102,0.9378682232049195,-189.5844316385028,228.1299999999901,645.844431638483,-56.399999999999636
2021-08-06,-56.399999999999636,-66.19999999999891,113.45000000000073,67.01756508485751,252.74695812618847,45.463440378724556,14.26492922496312,136.05249409809562,0.9238068177324963,-220.46079822064712,76.69999999999163,373.8607982206304,20.049999999999272
2021-08-09,20.049999999999272,-23.100000000000364,141.70000000000073,67.62889010389188,236.4240303760289,44.645625392889315,14.814209834822877,103.41262249147661,0.9190168432296999,-89.33727950151115,22.129999999993743,133.59727950149863,21.850000000000364
2021-08-10,21.850000000000364,5.300000000001091,157.0,68.31805483167061,223.83749299255942,42.33476407997168,15.527669967679385,92.99321229016229,0.9211108421092116,-24.89268707586598,14.109999999991487,53.11268707584895,2.149999999999636
2021-08-11,2.149999999999636,-45.04999999999927,176.20000000000073,68.38936809838478,195.85582726021858,37.855531954903995,15.843014649998054,74.31092619639178,0.9325014139766059,-28.472207722021267,11.569999999992433,51.61220772200613,82.14999999999964
2021-08-12,82.14999999999964,60.75,88.60000000000036,71.06900333196988,240.93838362552196,37.27114845338137,16.34953780383206,85.70671458477473,0.9022498093438356,-6.2217980678833555,79.75999999999112,165.7417980678656,164.6999999999989
2021-08-13,164.6999999999989,143.39999999999782,167.29999999999927,75.5449227210076,351.553265808785,44.341814623783506,17.67569544734652,110.03556042680178,0.9068944992266511,-13.56102281346466,186.27999999999156,386.12102281344596,33.95000000000073
2021-08-16,33.95000000000073,44.64999999999782,108.65000000000146,76.3569185569233,334.10283036761393,47.39463811210288,19.109944602892007,115.14218704192271,0.8872457853611944,-81.87577002182661,159.26999999999316,400.41577002181293,51.54999999999927
2021-08-17,51.54999999999927,69.34999999999854,133.14999999999782,77.57450651857033,334.2324529852649,48.7842905100149,20.613412493071653,123.87858072916687,0.8785579807086507,-108.20597327454016,143.91999999999462,396.0459732745294,-45.75
2021-08-18,-45.75,-123.10000000000218,166.0,73.93539170643089,250.01812592056376,42.738003658868365,22.31822031477956,128.47561647432232,0.8896193008552853,-131.5749517881086,40.84999999999127,213.27495178809113,-118.34999999999854
2021-08-20,-118.34999999999854,68.0,133.5,65.38968769746502,114.11237579782392,27.61739954373698,22.404964579650727,53.96917723873797,0.9157324518520461,-203.9778711074905,-94.72000000000844,14.53787110747362,45.95000000000073
2021-08-23,45.95000000000073,-95.79999999999927,196.79999999999927,66.98522074152848,138.72072569144802,18.024132744864914,22.895019059146126,62.964781892195866,0.9331675996502148,-158.26433192811965,-42.24000000000524,73.78433192810917,128.14999999999782
2021-08-24,128.14999999999782,63.19999999999709,151.79999999999927,71.00044167212843,231.2879622659202,17.602920112602533,23.605038144542302,95.01593794336006,0.9250550579960126,-61.62276435344029,73.59999999999127,208.82276435342283,10.05000000000291
2021-08-25,10.05000000000291,-19.349999999998545,94.95000000000073,71.29528171943353,209.15956729713434,15.375667289451314,24.55734113739113,112.0441056136083,0.8992319136049781,-63.82694950477162,79.63999999999942,223.10694950477045,2.25
2021-08-26,2.25,8.950000000000728,80.29999999999927,71.36547349598113,183.2216249908488,11.600357703105544,25.304759518776788,93.0161261508588,0.8693639954019488,-90.00259032605754,68.27999999999884,226.56259032605521,68.29999999999927
2021-08-27,68.29999999999927,62.650000000001455,156.45000000000073,73.48503883947419,217.9854083254031,11.241381228791909,26.18152619013534,95.02840543944728,0.87086135761121,-50.136483974063594,85.63999999999942,221.41648397406243,225.84999999999854
2021-08-30,225.84999999999854,155.20000000000073,186.65000000000146,79.01628772977557,384.65735388201574,23.071365856450257,27.897858253325136,182.6718048212898,0.9017788153598107,-7.1860493277490605,224.56999999999607,456.3260493277412,201.15000000000146
2021-08-31,201.15000000000146,184.70000000000073,237.65000000000146,82.51482707716265,507.6997066977492,40.29212721515887,30.064049399640847,228.48988389353374,0.9266169166555647,-65.81560481592896,324.1999999999971,714.2156048159231,-55.95000000000073
